37161547903	bel-garden_728x90-1380045884056.jpg	https://partner.googleadservices.com/gampad/ads?gct=oF3oDlU0hiQKZ_gMAYoYYSpfCAIQFEoAWICAgMCu0J3HJbgB__CAuIoB0gIJaW1hZ2UvZ2lm8ALYBfgCWpADAMgD2AXQA1rwAwLKBSFodHRwOi8vd3d3LmJpcml0ZXN1cGVybWFya2V0LmNvbS_qBgAYws3pvAUoADDC6Z7EBTgAWAFqBl9ibGFua3C8qIeSBQ&iu=5216&gdfp_req=1&height=90&width=728&impl=ifr
37161548023	bel-garden_300x250-1380045884765.jpg	https://partner.googleadservices.com/gampad/ads?gct=RH9SwX4FQVMKafgMAYoYYyphCAIQFEoAWICAgMCu0J3lOrgB9_GAuIoB0gIJaW1hZ2UvZ2lm8AKsAvgC-gGQAwDIA6wC0AP6AfADAsoFIWh0dHA6Ly93d3cuYmlyaXRlc3VwZXJtYXJrZXQuY29tL-oGABjCzem8BSgAMMLpnsQFOABYAWoGX2JsYW5rcL2oh5IF&iu=5216&gdfp_req=1&height=250&width=300&impl=ifr
37161548143	bel-garden_160x600-1380045885245.jpg	https://partner.googleadservices.com/gampad/ads?gct=MSl_fBCjlD4KafgMAYoYYyphCAIQFEoAWICAgMCu0J3NUbgB7_KAuIoB0gIJaW1hZ2UvZ2lm8AKgAfgC2ASQAwDIA6AB0APYBPADAsoFIWh0dHA6Ly93d3cuYmlyaXRlc3VwZXJtYXJrZXQuY29tL-oGABjCzem8BSgAMMLpnsQFOABYAWoGX2JsYW5rcL2oh5IF&iu=5216&gdfp_req=1&height=600&width=160&impl=ifr
38837150023	PJ_728x90_R0|ADCHOICES-1390951755112.jpg	https://partner.googleadservices.com/gampad/ads?gct=1E1XbuVJbLkKlwH4DAGKGJABKo0BCAkQH0oAUhVmaWxlOi8vQ29tcG9zaXRlLmh0bWxYgICAwK7k39DIAbgBx8L_1pAB0gIJdGV4dC9odG1s8ALYBfgCWpADAcgD2AXQA1rwAwK4BPeO5QTKBQCCBiwI947lBBCAgIDAruTf0MgBGhAIABAAGAAggICAgNDc05NZIICAgIDQ3NPNG_oGAigAGMLN6bwFKAAwwumexAU4AFgBagZfYmxhbmtwy_qglwU&iu=5216&gdfp_req=1&height=90&width=728&impl=ifr
38837150143	PJ_300x250_R0|ADCHOICES-1390951755717.jpg	https://partner.googleadservices.com/gampad/ads?gct=upFV4-VEemcKmQH4DAGKGJIBKo8BCAkQH0oAUhVmaWxlOi8vQ29tcG9zaXRlLmh0bWxYgICAwK7k35DiAbgBv8P_1pAB0gIJdGV4dC9odG1s8AKsAvgC-gGQAwHIA6wC0AP6AfADArgE947lBMoFAIIGLAj3juUEEICAgMCu5N-Q4gEaEAgAEAAYACCAgICA0NzTk1kggICAgNDc080b-gYCKAAYws3pvAUoADDC6Z7EBTgAWAFqBl9ibGFua3DM-qCXBQ&iu=5216&gdfp_req=1&height=250&width=300&impl=ifr
38837150263	PJ_160x600_R0|ADCHOICES-1390951756360.jpg	https://partner.googleadservices.com/gampad/ads?gct=Dk-EvXzdxe8KmQH4DAGKGJIBKo8BCAkQH0oAUhVmaWxlOi8vQ29tcG9zaXRlLmh0bWxYgICAwK7kn_vWAbgBt8T_1pAB0gIJdGV4dC9odG1s8AKgAfgC2ASQAwHIA6AB0APYBPADArgE947lBMoFAIIGLAj3juUEEICAgMCu5J_71gEaEAgAEAAYACCAgICA0NzTk1kggICAgNDc080b-gYCKAAYws3pvAUoADDC6Z7EBTgAWAFqBl9ibGFua3DM-qCXBQ&iu=5216&gdfp_req=1&height=600&width=160&impl=ifr
38837150383	PJ_728x90_R0_SB-ROSE-1390951756891.jpg	https://partner.googleadservices.com/gampad/ads?gct=it0R71L8PIIKavgMAYoYZCpiCAIQFEoAWICAgMCu5N-AQbgBr8X_1pAB0gIKaW1hZ2UvanBlZ_AC2AX4AlqQAwDIA9gF0ANa8AMCygUjaHR0cDovL3d3dy5wYXBham9obnMuY29tL2luZGV4Lmh0bWzqBgAYws3pvAUoADDC6Z7EBTgAWAFqBl9ibGFua3DN-qCXBQ&iu=5216&gdfp_req=1&height=90&width=728&impl=ifr
38837150503	PJ_320x50_R0_SB-ROSE-1390951757471.jpg	https://partner.googleadservices.com/gampad/ads?gct=_gRnTeI35FoKa_gMAYoYZSpjCAIQFEoAWICAgMCu5J-XhAG4AafG_9aQAdICCmltYWdlL2pwZWfwAsAC-AIykAMAyAPAAtADMvADAsoFI2h0dHA6Ly93d3cucGFwYWpvaG5zLmNvbS9pbmRleC5odG1s6gYAGMLN6bwFKAAwwumexAU4AFgBagZfYmxhbmtwzfqglwU&iu=5216&gdfp_req=1&height=50&width=320&impl=ifr
38837150623	PJ_300x250_R0_SB-ROSE-1390951757766.jpg	https://partner.googleadservices.com/gampad/ads?gct=PhJbxhw-nq4KbPgMAYoYZipkCAIQFEoAWICAgMCu5J-7TLgBn8f_1pAB0gIKaW1hZ2UvanBlZ_ACrAL4AvoBkAMAyAOsAtAD-gHwAwLKBSNodHRwOi8vd3d3LnBhcGFqb2hucy5jb20vaW5kZXguaHRtbOoGABjCzem8BSgAMMLpnsQFOABYAWoGX2JsYW5rcM76oJcF&iu=5216&gdfp_req=1&height=250&width=300&impl=ifr
38837150743	PJ_160x600_R0_SB-ROSE-1390951758123.jpg	https://partner.googleadservices.com/gampad/ads?gct=YG2HGLdKLwMKbPgMAYoYZipkCAIQFEoAWICAgMCu5J__U7gBl8j_1pAB0gIKaW1hZ2UvanBlZ_ACoAH4AtgEkAMAyAOgAdAD2ATwAwLKBSNodHRwOi8vd3d3LnBhcGFqb2hucy5jb20vaW5kZXguaHRtbOoGABjCzem8BSgAMMLpnsQFOABYAWoGX2JsYW5rcM76oJcF&iu=5216&gdfp_req=1&height=600&width=160&impl=ifr
